,cate,product,cost,review_star,review,tag
10,Apps & Games,Toca Life: Hospital,$3.99,4,I'd say it was a good app! Also I've roleplayed and had so much fun (As a kid) I'd definitely think this is great for 4-11,positive
11,Apps & Games,Toca Life: Hospital,$3.99,5,"I like this ab and I really enjoy it masterpiece😍😘👍❤
10 stars",positive
12,Apps & Games,Toca Life: Hospital,$3.99,3,The baby got stuck behind a lamp I couldn't get it out but it did take a while to download.,fair
13,Apps & Games,Toca Life: Hospital,$3.99,4,"It's really good, but I wish there were more characters and a way to drive the ambulance. The secret room is cool, too. Overall, except for the things I mentioned above, it's a great game. 😀🚑🏥 Sorry for the crappy points I made about your game, Toca Boca. 😟👉👈 BTW The free location in the world app is AWESOME. Period.",positive
14,Apps & Games,Toca Life: Hospital,$3.99,5,Cute game. All the characters and objects in the game move around and do different things. You can dress and design the characters and animals as well.,positive
15,Apps & Games,Toca Life: Hospital,$3.99,4,Don't know.,positive
16,Apps & Games,Toca Life: Hospital,$3.99,4,It said find the secret lab but that's isn't even in the game!,positive
17,Apps & Games,Toca Life: Hospital,$3.99,5,This game is so fun I've been collecting all the games for all my life And I have a few suggestions I think that you should add a zoo and put an animal section in the sidewalk never hurts to try PS 1 of the best games I've ever played,positive
18,Apps & Games,Toca Life: Hospital,$3.99,5,My sister said it was a five star game. She loves this game so much that she said she wants to marry it😳,positive
19,Apps & Games,Toca Life: Hospital,$3.99,4,Great. Kids love it,positive
20,Apps & Games,Race: Draw & Win,$6.99,1,"Like everybody else here, this was a one-click purchase that wasn't approved. Despite my settings requiring a password to purchase anything, my child was able to somehow purchase and download this game. I NEED my money back!",negative
21,Apps & Games,Race: Draw & Win,$6.99,1,My son accidentally downloaded this app somehow. I had all my settings so he can't download anything. Yet this has happened again. I just want my money back and better parental controls. Deleted all my information off his tablet!,negative
22,Apps & Games,Race: Draw & Win,$6.99,1,Just like everyone before me the same thing son was able to download even when my settings was set so no one could download anything,negative
23,Apps & Games,Race: Draw & Win,$6.99,1,My two year old daughter bought this because it was super easy one click… and there is no way to get ur money back 🤬,negative
24,Apps & Games,Race: Draw & Win,$6.99,1,"Though I must approve all downloaded games on my kids tablet, this game appeared and charged my account. Unacceptable. I am looking everywhere for a way to refund online but cannot locate.",negative
25,Apps & Games,Race: Draw & Win,$6.99,1,One click and purchased without approval. Was an add on a game refund please. Is not anything my child will ever play she was trying to skip an add on a game.,negative
26,Apps & Games,Race: Draw & Win,$6.99,1,My son ordered this on accident! I want my money back!,negative
27,Apps & Games,Race: Draw & Win,$6.99,1,I dislike this game because it’s on a ad and it took my child one click of a button to purchase this game so if can please give me my refund back.,negative
28,Apps & Games,Race: Draw & Win,$6.99,1,Pops up on an ad and one click by mistake and it allows purchase with no permission !,negative
29,Apps & Games,Race: Draw & Win,$6.99,1,Poor app. Child clicks on this pop-up ad and it approves purchase without consent. Horrible!!,negative
30,Apps & Games,Scary Teacher 3D,$0.99,4,"it down loads on my fire os tablet and then it says open so you click open then it says update so you update it then it's done and it says open and the same thing happens!!!!!! pls fix, i reall want to play on anything else but my friends phone. great game tho 4 stars",positive
31,Apps & Games,Scary Teacher 3D,$0.99,5,"It's so funny when she gets pranked and this game is so fun, people who love pranks should download this NOW😁5 star for this game!!!",positive
32,Apps & Games,Scary Teacher 3D,$0.99,4,It's Good Game But 1 L1ke Pr4nks!,positive
33,Apps & Games,Scary Teacher 3D,$0.99,4,I love this game but there are bugs like when you are going upstairs from the basement your head pops out and when you are in a specific room you can parlour your way up and stick your head through the ceiling. Also it would be cool if you could explore the neighborhood more. Miss t can't see you through glass. I also think they should be able for to play everything without spending anything except for the game itself. And sometimes miss t can see you through walls. Needs more chapters too. And the pranks are a little hard sometimes too as they give you so little direction on what your supposed to do. Good game overall the design needs tweaking too needs better graphics. I could go on and on but I'm ending it here.,positive
34,Apps & Games,Scary Teacher 3D,$0.99,5,Amazing game great idea's for pranks lol I love when she looses her hair good job developers!!!,positive
35,Apps & Games,Scary Teacher 3D,$0.99,5,It’s hard to navigate but it fun,positive
36,Apps & Games,Scary Teacher 3D,$0.99,5,"This game is so fun,and to me its cooler then anything except stranger things and its so funny😆 cause of when she had salty cereal and blew up like a balloon! This is such a cool game!",positive
37,Apps & Games,Scary Teacher 3D,$0.99,4,I love but I don't wanna buy anything,positive
38,Apps & Games,Scary Teacher 3D,$0.99,5,I do like the game very much but Except for the parts That I get caught by the scary teacher but it's kind of fun😍😑😆😃😁,positive
39,Apps & Games,Scary Teacher 3D,$0.99,5,"I love this game!
So good",positive
40,Apps & Games,Run&Clash,$6.99,1,*IMPORTANT* This app is not in the playstore but in the appstore on fire tablet. (Amazons app store) Open up *Appstore* - Not Play Store- You need to click on the top left 3bars. Select settings and disable In-App Purchasing. It is set to Allow In-App Purchases by default. I called Amazon and got a refund. They where very nice and understood the delema.,negative
41,Apps & Games,Run&Clash,$6.99,1,"Child purchased this app despite parental controls. From looking at the reviews, this appears to be a known fault with the Amazon Fire controls that has continued to go uncorrected. I would like to be contacted about a refund.",negative
42,Apps & Games,Run&Clash,$6.99,1,"Child purchased this app despite parental controls. From looking at the reviews, this appears to be a known fault with the Amazon Fire controls that has continued to go uncorrected. I would like to be contacted about a refund.",negative
43,Apps & Games,Run&Clash,$6.99,1,Need a refund. Bought by mistake. My child purchased this because it bypassed parental controls.,negative
44,Apps & Games,Run&Clash,$6.99,1,My child Purchased accidentally with restrictions on tablet. We DO NOT want this. I would like to be contacted for a possible refund.,negative
45,Apps & Games,Run&Clash,$6.99,1,"Despite restrictions, child downloaded. I expect a refund immediately and this fixed asap",negative
46,Apps & Games,Run&Clash,$6.99,5,Fry your te,positive
47,Apps & Games,Run&Clash,$6.99,1,Need a refund. My toddler purchased this without knowing what he was doing.,negative
48,Apps & Games,Run&Clash,$6.99,5,"I love how it doeant require internet, and the levels keep going. There is some ads but not a lot. It is so fun. I defiantly reccomend you download <3",positive
49,Apps & Games,Run&Clash,$6.99,1,Daughter bought app with restrictions in place. Need a refund ASAP,negative
50,Apps & Games,Hole Protector,$6.99,1,scam app that gets past parental control and passwords locks.,negative
51,Apps & Games,Hole Protector,$6.99,5,Better than Minecraft. Protect those holes,positive
52,Apps & Games,Geometry Dash,$1.99,4,"I don't know why but if I left the game and came back, all of my progress was reset. Don't know if it was my device. Still a great game. Would recommend. Try to install again if you have this bug",positive
53,Apps & Games,Geometry Dash,$1.99,4,very good,positive
54,Apps & Games,Geometry Dash,$1.99,4,Got it when it was younger gave it another shot and I'm on a old virersion and I can not update through the amazion game store anyone help pls,positive
55,Apps & Games,Geometry Dash,$1.99,5,"GOOD GAME AND CANN STOOOP CRYING😭😭😭😭😭😭😭😭😭🙆😭😭😭😭😭😭😭😭😭
VERY EDITABLE AND NEW LEVELS! AWESOME GAME! my daughter loves it 👩😘
I LOVE IT TOO! 😈😈😈😈😈😈😈 nightmare😫",positive
56,Apps & Games,Geometry Dash,$1.99,5,"The gameplay is really easy and hard at the same time, which is a reason why I adore this game. Thanks RobTop!",positive
57,Apps & Games,Geometry Dash,$1.99,4,There is a bug in the game were it just randomly jumps for you if you fix this I will rate ⭐⭐⭐⭐⭐. I do recommend the paid version😎,positive
58,Apps & Games,Geometry Dash,$1.99,4,"2.2 Amazon
I have no update for the new 2.2 update on my Amazon fire",positive
59,Apps & Games,Geometry Dash,$1.99,5,You can add friends play levels and more! 😃,positive
60,Apps & Games,Geometry Dash,$1.99,5,It amazing. Enough said.,positive
61,Apps & Games,Geometry Dash,$1.99,4,"This game is amazing! Since 2013, you've added updates up until now. I know you've been working on 2.2 since 2017 (or 2018 but I don't know how long you've been working on 2.2).
You're a genius of the making of this game. So, here's the bug. 1. It won't let me share a level. Add a Easy mode to the main demon Robtop levels. That's all. Hope you see this review!",positive
62,Apps & Games,Toca Kitchen 2,$2.99,5,My 5 yr old daughter loves this game. Get a kick out of feeding her all sorts of weird stuff specially making spicy meals.,positive
63,Apps & Games,Toca Kitchen 2,$2.99,5,Love this game its a good way to teach kids to cook and have fun at the same time So much creativity and fun And so many Choices,positive
64,Apps & Games,Toca Kitchen 2,$2.99,5,I don't know if it's a blue dragon fruit,positive
65,Apps & Games,Toca Kitchen 2,$2.99,5,Chips: are like rice but has multiple chips in it and u can still pick it up and takes 2 minutes for the carecter to finish,positive
66,Apps & Games,Toca Kitchen 2,$2.99,4,"I really like this game. It is a platform where you can cook food for other people on the game. You can be creative with all the foods and make meal side dishes and more! You get creative with for a Boca games to learn more about the for a Boca games please scroll down.

Boca Boca games are apps that allow you need to be creative with characters and move them around! You can pick characters go places and more! Feel free to learn more about this on the internet. the point is these games are fun and boost your confidence.",positive
67,Apps & Games,Toca Kitchen 2,$2.99,5,"This is *chefs kiss* I even killed a customer,maybe bc it was too good :D",positive
68,Apps & Games,Toca Kitchen 2,$2.99,5,"No word to be spoken
Fun😍😍😍😍😍😍😍",positive
69,Apps & Games,Toca Kitchen 2,$2.99,5,"Really funny. They spit at your screen! Weird. But their not pretty nice.
I work hard to bake meh fooood and that's how they wanna treat my food that way?!
Wow.. Their mean! How dare they! Super fun. XD I normally play this in the car along way.
My big brother helps me make the food. We try to make the food gross. XD
But, I have one question. What's the big blue spiky thing??
What is it???? 😕😮 All I know is, The monster from toca city likes it.
It's quite funny. 😂😂😂😂😂😂😂😂 But please get.
If you have the money. It's awesome! It's worth the money. Trust me.
It is, Lol lol well. Thank you for reading this comment. Baiiiii!!! I'll be commenting
On the other Toca apps too. Welp, cya! (See ya!)",positive
70,Apps & Games,Toca Kitchen 2,$2.99,5,love it it funny game,positive
71,Apps & Games,Toca Kitchen 2,$2.99,4,"It is a pretty good game! I liked it but it could add some more characters. I loved that you could make the people ""die"" (faint) from how bad your food is! Play this game and you'll love it!",positive
72,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,"How? I have parental controls active. If amazon cannot get this straight, how am I to believe my info is safe and secure? Perhaps time to change tablet platforms.",negative
73,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,I have parental controls on and my 5 year old purchased it. How? Why is everyone complaining about the same thing. This game obviously has a loop hole to bypass controls. I want my money back!!!,negative
74,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,A 5 yr old should not be allowed to download apps while Parental Controls are on. Refund expected!,negative
75,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,"I do not like that it is easy to buy! My 5 year old ordered this even when I have parental control and he still got it!!!! WE DESERVE A REFUND! CANCEL THIS APP!!!! IT""S VIOLENT!",negative
76,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,This app was purchased by kids despite parental controls. I need to be contacted about a refund.,negative
77,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,Just found out my 5yr old ordered this and I have parental controls on.,negative
78,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,3year old ordered somehow with parental controls on,negative
79,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,Accidentally paid $6.99 for nothing as an in app purchase. app is a scam,negative
80,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,You click to close and it automatically charges you for the app.,negative
81,Apps & Games,Mr. Shooter: Silence mode,$6.99,1,lame,negative
82,Apps & Games,Idle Gunners,$7.99,1,Wondering how my child has this game on her Amazon fire and I was charged for it when her fire is parental controllllled!!!!!!! This needs to be fixed!!! Scam!,negative
83,Apps & Games,Idle Gunners,$7.99,1,"This is the 2nd gun app to download all on its own, even with parental controls and password protection set on my child's tablet. This is a scam, and it needs to be figured out by Amazon ASAP.",negative
84,Apps & Games,Idle Gunners,$7.99,1,Apparently I'm not the only one. If you guys would charge a dollar or two I wouldn't have minded but 8 dollars for some cheap & lazy made game? I need a refund asap.,negative
85,Apps & Games,Idle Gunners,$7.99,1,"Just like all of the other parents AMAZON! this app downloaded, cant delete app from the tablet and parental controls are on, password protected. I want my money back!",negative
86,Apps & Games,Idle Gunners,$7.99,1,My child downloaded this on her kids kindle without me receiving a request to approve it. Parental controls ARE on. Amazon needs to fix this or remove the app.,negative
87,Apps & Games,Idle Gunners,$7.99,1,"Have parental lock on tablet, Ad came up on a game &my kid hit exit and it bought it instead! This is a scam! NEED A REFUND!",negative
88,Apps & Games,Idle Gunners,$7.99,1,My son downloaded and now I can't figure out how to dispute and get my money back 🤦😡,negative
89,Apps & Games,Idle Gunners,$7.99,1,Somehow my son bought this game with out it notifying me as I have parental controls on. I need a refund please.,negative
90,Apps & Games,Idle Gunners,$7.99,1,"How is this game so easy for children to download? It didn’t even ask for my password like it usually does, made my bank account negative.",negative
91,Apps & Games,Idle Gunners,$7.99,1,Shouldn't be able to do when parent controls are on,negative
92,Apps & Games,Five Nights at Freddy's,$2.99,5,"I actually liked this and found it to be an entertaining, well-spent game. However, if you do NOT enjoy scary games, or find discomfort whilst playing them, I do not recommend you buy this unless you are up to the challenge. For those of you posting reviews that this game is overly scary, you shouldn't have bought it despite the warnings, as this game was specifically designed to be scary. For those of you saying it's boring or not scary, you need to learn to appreciate a good game, as I've seen ones worse than this. As for the crashing, I'm not sure, but I haven't really had any problems with it so far, well, for me. This game could be easy or very difficult, depending on you. If it is easy, you can always do night 6 or see if you can do the custom night with all on extreme. If it's too hard, I recommend reading some of these tips.
TIPS: (If you don't want help, just ignore this..)
Bonnie The Rabbit-Night 1+: She/he?... is the most active animatronic of the game, mostly for earlier nights but throughout the entire game. (At least for me.) Bonnie can also disable the camera, during which can teleport, but Foxy can also move during this. Bonnie can only enter through your left door, so it's good to regularly check your left light. For me, cameras weren't that useful, as all I needed to check was my left light, but it's still good to know where they are. Bonnie can appear on any left-side camera except Foxy's one. Upon discovering Bonnie while checking your light, don't panic and immediately close your door. Bonnie has a longer reaction time and is generally quick to leave. If you see a shadow, Bonnie is still there. If you don't, I would open my door to conserve energy, but keep in mind Bonnie can show up anywhere at anytime.
Chica The Chicken-Night 1+: She is similar to Bonnie, but is still different. She isn't very active, more common on later nights. I don't often see her on Night 1, but it is still quite possible. Despite being less active, she commonly lingers by your door longer, draining your power. You can also check for her using your light, but if you see her and close your door, instead of a shadow you can see her through the window. She will enter through your right door instead of left. Her route she will follow will go from Show Stage Cam 1A to Dining Area Cam 1B to Restrooms Cam 7 to Kitchen Cam 6 to East Hall cameras 4A-4B, since only Bonnie can teleport. If you hear banging pots and pans in the kitchen, it's a sign Chica is there. She has a shorter reaction time than Bonnie, so be sure close the door quicker.
Foxy The Pirate-Night 2+: He is more unique from the others. He may seem inactive, but is a great threat. He is located in camera 1C, and starts out behind the curtains, but, with your camera, if you check him too little, he'll slowly come out. However, on later nights, if you check him too much, he will also start to come out. Perhaps check on him about every once every 3 times you open your camera. Well, it depends on how often you open your camera. This coming out has four stages. He begins with closed curtains, then peeks his head out, then appears to have his whole body out, then is completely gone, which is when the sign may change to ""IT'S ME"". Be more cautious after each stage, as it means he is closer to coming out. Should you check up on him and find the last stage, as fast as you can, DO NOT change cameras, close your camera and shut your left door, that's where he always enters from. Wait until you hear three knocks and three footsteps and open it. He has just sprinted through the hallway and took some of your power. The amount taken starts at 1% and increases by 5% each time, so try not to check him too much or little. He can also barge through your left door on Night 1 if you stand idle for a while or never check your camera. Otherwise, it's really rare.
Freddy the Bear-Night 4+: The main animatronic and a strong threat. On the first 2 nights, he will stay in the Show Stage, Cam 1A. On the 3rd night, he will wander. You may hear laughter and music from the kitchen, but he doesn't attack until night 4. He follows the same route Chica does, but rarely backtracks or wanders, unlike Chica or Bonnie. When you run out of power, Freddy will peek at you from the left door. You then have anywhere from about 15-50 seconds before death. Average is 32. There's nothing you can do during this but wait, but try not to move, as it may speed it up. Freddy enters from the right door, but like Foxy, checking your light won't help. Freddy also likes the dark, so he is hard to spot, but you may see white eyes. In the dining room, check for white eyes in the back. In the kitchen, listen for his music. (Not Foxy's singing, real music.) If you hear it, he's in the kitchen. He will laugh every time he moves. If he laughs and there is no music in the kitchen, check East Hall Corner. If he is there, immediately close your camera and shut the right door, and wait for two more laughs until you hear him retreating. It's good to keep an eye on him if you want to survive him. If you close both doors when not necessary, he can get you.
Golden Freddy: Like an Easter Egg of the game. In West Hall Corner, you may see him on any night, but most commonly the 1st or 3rd nights. Try to avoid checking this unless you really want to see him. If you do see him and close your camera, he will be in your room. After a few seconds, he will kill you and most likely crash your game. If you see him in your room, just put up your camera and he will disappear.
Just try to remain cool throughout gameplay, check your cameras, check your
lights, and only close your door if needed, opening up as soon as safe. I would only keep my cameras up a few seconds at a time, same with lights. Also, it helps to close your right door every time before checking your camera. (Freddy.) I myself use lights for Chica and Bonnie and cameras for Foxy and Freddy. If Chica or Bonnie sneak in, you will either die or they will disable the right or left doors and lights. It is worth the money if you enjoy it like I do. (Meh I write wayyyyy too much)",positive
93,Apps & Games,Five Nights at Freddy's,$2.99,5,"Bonnie the Bunny- Bonnie comes out on all of the nights, including the first night. On the first night, the animatronics give you some time to get used to the game. Bonnie comes out from 2-4 in the morning. On later nights, 12 in the morning. He can disable the camera if you check it too much. Bonnie can also teleport, and can appear on any left-sided camera except Foxy's camera. If you searched every camera and Bonnie isn't there, check the left light. If he is there, do NOT hesitate, and immediately close the door. If you turn on the light, you can see a shadow through the door. If you turn on the light and you don't see a shadow, open the door to conserve energy.
Chica the Chicken- Chica can come out on any night at 4 in the morning, to 1 in the morning on later nights. She can appear on any right-sided camera except Foxy's camera. She will enter through the right door. If you turn on the right light and see her, close the door. She will take quicker to kill you, but lingers by the door longer, draining you power.
Foxy the Pirate- Foxy doesn't come out on the first night. He comes out only depending on how much you check your camera. On early nights (like the 2nd and 3rd), he comes out the less you check your camera. On later nights (like the 4th and 5th nights), he comes out the MORE you check your cameras. Here are the stages to avoid:
He starts out behind the curtains, then sticks his whole head out, then his whole body, and finally is gone, and the sign says, &#34;IT'S ME!&#34; When you see that, slam the left door down.
Freddy Fazbear- Freddy wanders on the third night, but doesn't attack until the fourth night. He likes the dark, so he will be hard to see. Also, listen for his music. Not Foxy. He also laughs every time he moves. If you see him in the East Hall, close the camera immediately and shut the right door.
Golden Freddy- Golden Freddy is also known as Yellow Bear. He is located in West Hall, and he spawns on the fifth night.",positive
94,Apps & Games,Five Nights at Freddy's,$2.99,4,The game is pretty good but they need to fix bonnie because when you're on low percent he comes Far Near to the office,positive
95,Apps & Games,Five Nights at Freddy's,$2.99,5,"I know the truth. All from the bite of 87 to who is purple guys real identity... (All credit goes to gametheory) But first this is a reveiw not a gametheory episode so firstly Great game! 😂 secondly THE TRUTH... Mangle probobaly caused the bite of 87 because 1. She attacks you RIGHT where your frontal lobe is. 2. The paycheck shows that the year is 1992 because its the 22nd of november and the mangle must have been used as the. ite long before. secondly fnaf 1-3 is a DREAM because those animatronics in fnaf 2 are inspired by the plushies and TOYs in the Fnaf 4 minigame. anybody notice the Toy animitronics in fnaf 2 are inspired by the plastic toys in fnaf 2. Not convinced? Notice how toy chica llses her beak every time she leaves the show stage? And do you notic how the Toy Chica toy in fnaf 4 has no beak?😈 The original fnaf modules were inspired by the plushies in the crying childs room and foxy is out of order in fnaf 1 because foxys head is missing in the crying childs room. Spring trap was inspired by the finger trap from the little girl in fnaf 4. and william afton is the crying childs father. the evidence is that ugly lamp william (the player in Fnaf Sister location) has in his house matches the lamp from the hallway to the crying childs room. now remember pig tail girl from fnaf4 in that minigame? she was turned into and possesed BABY. Notice in the fnaf 4 trailer how baby says don't hold it against us over and over? and remember that faint You don't know what we've been through at the end of the trailer? well that references to fnaf4 because pigtail girl goes to possess baby but pigtail girl is the crying childs brother... The evidence is when we can explore the house in the fnaf4 minigames. She knows what the child has been through in those nights so she tells him what happens if he's caught. and the child is the victim of the bite of 83 (the year is 1983 because you can turn on the tv and it says fredbear and freinds 1983) he was bitten by fredbear and he died in the hospital (you can brighten the room to find a iv drip bag.) that child is moarning the loss of her brother and she betrays her father later in sister location (sister'S location?) by going to see baby then dying in the metal grip if babys uh... Stomach claw thingy. she whats to Avenge her brother. now william afton moarned over the lose of his son too. so he tries the unthinkable. he kidnaps children then test them with robots in a rage to bring back his child. he knows these robots come to life at night. the evidence is in the blue brints of the animatronics which the stomach of funtime freddy is a body shaped stomach. Conincidence? I don't shink so. dozens opon dozens of children were tested on robots . no wonder these robots want to kill william afton so much! any ways these robots want to get out of sister location. and remember the secret private room from night 5 in sister location? well if you type in 1983 it shows security of the crying childs house. and remember night 2 and the breaker room? the map shows grey areas that will look very vamiliar to fnaf fans... plushtrap hall way andthe crying childs bedroom. and those security cameras geuss who has the remote to them? none othed then sycic freind fredbear. and just so you know the normal fred bear caused the bite of 83. those animstronics want out of sister location. and luckily for them they're way out walks so willingly into his death spot. and remember those blue prints? baby and ballora have voice mimicing and evasion. it says so in the blue prints. and remember the fnaf sister location teaser theres a little bit of me in everyone? it shows ennard. and My hunch is the animatronics build ennard with there parts to escape. ennard uses the voice replication to replicate baby's voice and uses ballora's evasion technology to evade you while talking to you. he tricks you right into the scooping room, holows out your body, and puts him self inside you. poor william. or acctually I don't know if I should be sorry because william afton is purple guy. the book fnaf: silver eyes reveals that willaim afton is purple guy. But thats just a theory. a GAME theory! wait! game theory has a copy right!?! oh ok. remember theory is not fact. you can beleive what you want but we think this explains the most and makes the most sense.☺😁 I hope you found this help full!",positive
96,Apps & Games,Five Nights at Freddy's,$2.99,4,"This is probably not a glitch because I heard a sound, but I tried to close the left door because Bonnie was there but it didn't close so I got jumpscared, great game besides that. Definitely worth the $2.99.",positive
97,Apps & Games,Five Nights at Freddy's,$2.99,4,I love this game although after I get beat or get to night 5 the game resets putting me back to night 1.,positive
98,Apps & Games,Five Nights at Freddy's,$2.99,4,Right now I'm stuck on night 2,positive
99,Apps & Games,Five Nights at Freddy's,$2.99,4,this game is amazing get em all but the second one is hard,positive
100,Apps & Games,Five Nights at Freddy's,$2.99,5,It's an awesome game but I'm stuck on night 2 but its good,positive
101,Apps & Games,Five Nights at Freddy's,$2.99,5,so I got it for free for some reason but I'm happy this game is really good😄😄😄!!!,positive
102,Apps & Games,Cats 3D Robots,$9.00,3,Well it is ok because it ain't that fun,fair
103,Apps & Games,Cats 3D Robots,$9.00,1,"My autistic son down loaded 10 of these high priced apps

Amazon you should be ashamed of yourself to allow companies to rip off your clients",negative
104,Apps & Games,Cats 3D Robots,$9.00,1,My child was able to download also with parental lock on! I checked my bank and saw a charge for $9 and checked my sons tablet and there it was. I was like 😠. Want my money back. He didn’t even like the game.,negative
