,cate,product,cost,review_star,review,tag
38,Handmade Products,"Double Nose Ring Hoop for Single Piercing, 14k Gold Filled or Sterling Silver Spiral Twist Nose Hoop for Women Men",$6.98 - $17.99,4,"I like that they had a video to show you how to install but it took me the looooongest time to figure it out! I finally got it in but had definitely irritated my hole. Other than that I love it, looks super cute",positive
39,Handmade Products,"Double Nose Ring Hoop for Single Piercing, 14k Gold Filled or Sterling Silver Spiral Twist Nose Hoop for Women Men",$6.98 - $17.99,5,I just received my nose ring yesterday and I must say I loooove it! Such a great buy. Just follow the video to put it on and it was very easy. I was contemplating getting a second nose piercing…. With this nose ring there’s no need. Looks like a really do have two nose piercings. Highly recommend,positive
40,Handmade Products,"Double Nose Ring Hoop for Single Piercing, 14k Gold Filled or Sterling Silver Spiral Twist Nose Hoop for Women Men",$6.98 - $17.99,4,"It's a little tough to get in place, but once it's on, it's adorable! Only wore it for a little while, as it oxidated like the description said it would. It's now sitting in my jewelry box.",positive
41,Handmade Products,"Double Nose Ring Hoop for Single Piercing, 14k Gold Filled or Sterling Silver Spiral Twist Nose Hoop for Women Men",$6.98 - $17.99,4,"Of course it was a little tricky to get in but once I put it in, I liked it. I haven’t taken it out and I noticed that the end that touches my nose, which is the fake ring/hoop (not the ring actually in my piercing), left a small green dot on my nose. I’m worried over time the whole thing will tarnish, but so far it’s just the end of the ring. I do shower and sleep with it in so maybe not meant for water? I mean it’s $11 so it is what it is, still cute though :) (Gold plated)",positive
42,Handmade Products,"Double Nose Ring Hoop for Single Piercing, 14k Gold Filled or Sterling Silver Spiral Twist Nose Hoop for Women Men",$6.98 - $17.99,5,"It’s so cute!

This nose ring is exactly what I’d hoped for.

I’m usually allergic to cheaper jewelry but this one hasn’t irritated my nose at all and I’ve been wearing it for a month straight now, it also has not tarnished at all.

It’s cute and comfortable. I was worried it might stab or sit awkwardly, but it’s perfect!

It even came with a cute little cleaning cloth to keep it shiny! Definitely worth the $!",positive
43,Handmade Products,"Double Nose Ring Hoop for Single Piercing, 14k Gold Filled or Sterling Silver Spiral Twist Nose Hoop for Women Men",$6.98 - $17.99,5,"I am normally really sensitive with new jewelry whenever I change anything out. I am pleasantly surprised that this nose ring hasn't bothered me at all!! It is comfortable, And gives me a different look without having to get another piercing. 100% recommend!",positive
44,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,"Sturdy, nice size, durable material! Love it...not cheap looking!",positive
45,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,Cute zipper pouch for a sister. Perfect for gifting!,positive
46,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,I would love to buy another one,positive
47,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,Love it!,positive
48,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,"Well made, good quality, just right to fill with a few other goodies/ giftcard for a gift.",positive
49,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,Gift,positive
50,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,I really like the look of the fabric,positive
51,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,"These are perfect.. good size, good quality and very fast shipping!",positive
52,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,5,Highly recommend,positive
53,Handmade Products,"Love You Sister, Sister Gift, Missing You, Send Love, Makeup Case, Toiletry Bag, Gift for Friend",$13.99,2,Huge seam,negative
54,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,5,"Great product!! Refreshing to the scalp and doesn’t leave a wet greasy residue on pillows or my headboard, as some have done before for me through my loc cap or du rag. I used to use an anti-itch spray along with a different conditioner and oil, but with this I go a little over a month without a retwist and scratched my head a little maybe 4 times! You just have to be consistent with hair care. Moisturize with a couple sprays daily and spray and cover at night! Not covering leads to frizziness and needing loc maintenance or a sooner than usual Retwist. Thanks for listening to my hair care rant!

P.S. Sometimes I’ll spray a oil sheen with shea butter before covering at night too, just to add that shine when I head out for the next day. Okay now I am done!",positive
55,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,5,LOVE this hair product. FINALLY something that works for my scalp. NO dry scalp no psoriasis nor dandruff problems no more. I have dreads and this stuff really works well due to me living in a dry heat climate. My 3rd time buying and I will continue to do so. Love that my scalp stay with moisture. This spray does a lot.,positive
56,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,4,"Good quality product. Both moisturizing and strengthening and has a lovely scent that's not too overpowering.

Great for refreshing locs that may not smell so fresh due to environmental issues or post workouts. Not meant to replace a shampoo but will help buy some time until you can get to shampoo day.

My only complaint is the pump sprayer. I almost broke it trying to get it to work and, in truth, I still don't know how I finally did get it to work. Taking away one star for this.

Other than the pump I'm very happy with this purchase and will buy again.",positive
57,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,5,"Always easy to use. I love the scent but it is kinda strong, so if anyone is sensitive, just fair warning. Otherwise, it's great for my hair!",positive
58,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,5,Extremely pleased with this product! I have sisterlocs and I’ve been looking for the perfect moisturizing spray that wouldn’t be too thick or too oily to cause build up in my hair but at the same time moisturizing enough to keep my hair looking lustrous and healthy. This was the perfect solution! And a little goes a looooong way so it will last for a long time. Plus it smells sooooo good. I highly recommend this to my loc’d sisters!,positive
59,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,5,"I absolutely LOVE this product! After during research and wondering why my locs were dull and dry, Locsanity rose water and peppermint IMMEDIATELY gave life to my hair. It was like my hair had been waiting on this product. I've had soooo many compliments on the scent and overall beauty of my now healthy locs!",positive
60,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,5,"If you looking for something light, that help with itchiness and do not cause build up this the prospect for you",positive
61,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,4,"I am new to locs. I ordered this because of the reviews. I really do not care for the scent being I am a man and don't want to smell like roses, however, my head does feel good when using this product. I dropped the bottle accidentally and the handle pops out. It is very hard to get back in and during a time I went to use the product the handle popped off again dropping the bottle and spilling most of the product onto the floor. I now have a little bit left. I am not happy about this. Will I use this again? I am not sure. If I find something better I may not purchase this again because I lost most of it because of the cheaply made handle.",positive
62,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,5,I like that I can use this everyday and that it already had the Aloe vera gel added,positive
63,Handmade Products,"Locsanity Rosewater & Peppermint Daily Moisturizing Spray Dreadlock, Sisterlocks, Microlocks, Locs Fine Mist",$19.99 - $24.99,5,I’ve only used this product since starting my locs and I don’t think I wanna use anything else.,positive
64,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,The product came very quickly I am very impressed with the quality the labels are very thick and of course they are water resistant the color is very vibrant and very noticeable I cannot wait to order more I would post pictures but they do have my son‘s name on them so I don’t wanna do that but other than that they are absolutely amazing labels and I will be re-purchasing them very soon just so I can have back ups,positive
65,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,"We had both Iron label and all purpose label

This label are Amazon quality and the seller is real good.
If you need labels don’t think to buy from this seller.

Also solve any issue very fast.",positive
66,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,"Needed some last minute labels for my sons school. These are adorable and affordable. Not sure how they hold up yet, but the stick is great and they feel durable! Received in 2 business days!",positive
67,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,"These stickers are ‘as advertised’! Very sturdy, waterproof, the designs are great! And we received in just a couple of days. Will be recommending to friends!",positive
68,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,"They look amazing, the colors are bright and the quality is extremely wonderful.I am very satisfied with this product.",positive
69,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,"The labels are wonderful and came quickly! Everything my kindergartner needed to label her things for school! Super durable and the different sizes makes them perfect for small scissors, her mouse, headphones, notebooks and the list goes on!",positive
70,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,Me encanto la calidad excelente para pegar en todos los materiales escolares!!! Recomendados!!,positive
71,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,"First off, the labels magically arrived less than 24 hours after I ordered them. Secondly, they are just absolutely adorable and very high quality. I will DEFINITELY order more. Fantastic value!",positive
72,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,These are perfect. I ordered these last minute and they are better than i thought. I will def order anytime i need labels. Thank you so much!!!,positive
73,Handmade Products,"All-purpose, Custom Name Labels, Multiple Colors And Sizes, Waterproof, Microwave And Dishwasher Safe, Washer And Dryer Safe, Daycare Labels, Labels For School, Custom Stickers, Camp Labels",$19.99,5,Order cane extremely guick and the labels are very high quality. I will definitely be a repeat customer.,positive
74,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,5,"i live this poster. every night before bed i read this, every morning i read this, while i eat lunch i read this. these are the words i live by. thank you amazon for being truly inspiring.",positive
75,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,5,Good quality and looks even better in a frame.,positive
76,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,5,"It's very practical,humorous and the truth",positive
77,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,5,This is great ty!!!!,positive
78,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,5,Hanging on my work case,positive
79,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,5,great for the price cant wait to get black frame from dollar tree,positive
80,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,4,"This is printed on a photograph-quality paper, which anyone can do themselves at a store like Walmart. The quality of the paper and writing is good, no complaints about the quality. The size is too small, as it is difficult to read from a distance. I do not recommend this product, as I think I overpaid for the product. Would not buy again.",positive
81,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,5,It was a picture of what I thought it was,positive
82,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,5,I loved this the moment I saw it. I'm 66 . Some things aren't being taught anymore I ordered it and bought an 8x10 frame before it got here. Is now sitting on a table directly across from me. Thinking of buying one for work but not sure management would let me put it there.,positive
83,Handmade Products,"""10 Things That Require Zero Talent""- Motivational Wall Art- 8 x 10"" Poster Print-Ready to Frame. Modern Decor for Home-Office-School-Gym & Locker Room. Teach Your Team & Players The Fundamentals!",$11.88,3,A bit pricey for the size and quality.,fair
